cluster_id,pixel_count,pixel_fraction,mean_ndvi,mean_ndwi,mean_mndwi,mean_ndbi,mean_pri,mean_brightness,dominant_class,color,intra_cluster_std,silhouette_full
0,1323299,0.3834147845293046,-0.049329724162817,0.21039755642414093,0.5347040295600891,-0.36670252680778503,0.015782983973622322,0.030904045328497887,открытая вода,#4393c3,0.02653651311993599,0.555662880354377
1,138392,0.04009792107496456,0.19339890778064728,-0.0017534168437123299,-0.18029260635375977,-0.048323191702365875,-0.03163860738277435,0.10114964097738266,разреженная растительность,#ffffbf,0.02060057781636715,0.555662880354377
2,122090,0.035374553327088436,0.8263325095176697,0.060675498098134995,-0.42973512411117554,-0.45198220014572144,0.02043209597468376,0.13751545548439026,густая растительность,#006d2c,0.023228805512189865,0.555662880354377
3,148027,0.042889581500114016,0.17160558700561523,-0.05106525495648384,-0.26724690198898315,0.04606279358267784,-0.046683937311172485,0.15269063413143158,разреженная растительность,#ffffbf,0.03084392659366131,0.555662880354377
4,271711,0.07872598295565997,0.29516851902008057,-0.06763961166143417,-0.36191967129707336,0.02759484574198723,-0.055193617939949036,0.22523260116577148,разреженная растительность,#ffffbf,0.06966468691825867,0.555662880354377
5,185008,0.05360451602865081,0.8520429134368896,0.0580829456448555,-0.48729610443115234,-0.4492281675338745,0.00945120956748724,0.17993944883346558,густая растительность,#006d2c,0.013063282705843449,0.555662880354377
6,921482,0.26699167949014746,0.8600984811782837,0.052438270300626755,-0.5321436524391174,-0.4068510830402374,-0.004923037253320217,0.26798686385154724,густая растительность,#006d2c,0.033353570848703384,0.555662880354377
7,341342,0.09890098109407013,0.7065356373786926,-0.027750225737690926,-0.5046277642250061,-0.2079588621854782,-0.028926141560077667,0.2589859366416931,густая растительность,#1a9850,0.048780616372823715,0.555662880354377
